group_type,group_value,target_rule,predicted_rule,target_family,predicted_family,correct_rule,correct_family,count
agents,50,block_light,wait_light,block,wait,0,0,11
agents,50,decay_095,neutral_additive,decay,additive_or_neutral,0,0,11
agents,50,block_light,neutral_additive,block,additive_or_neutral,0,0,10
agents,50,decay_095,wait_light,decay,wait,0,0,10
agents,50,commit_heavy,wait_light,commit,wait,0,0,9
agents,50,decay_095,decay_095,decay,decay,1,1,9
agents,50,block_light,commit_heavy,block,commit,0,0,8
agents,50,block_light,block_heavy,block,block,0,1,7
agents,50,commit_heavy,wait_heavy,commit,wait,0,0,7
agents,50,decay_095,commit_heavy,decay,commit,0,0,7
agents,50,decay_090,block_heavy,decay,block,0,0,5
agents,50,decay_090,wait_light,decay,wait,0,0,5
agents,50,decay_095,block_heavy,decay,block,0,0,5
agents,50,wait_heavy,wait_light,wait,wait,0,1,5
agents,50,block_heavy,wait_light,block,wait,0,0,4
agents,50,neutral_additive,decay_095,additive_or_neutral,decay,0,0,4
agents,50,wait_light,wait_heavy,wait,wait,0,1,4
agents,50,block_heavy,decay_095,block,decay,0,0,3
agents,50,block_light,wait_heavy,block,wait,0,0,3
agents,50,commit_heavy,decay_095,commit,decay,0,0,3
agents,50,decay_090,decay_090,decay,decay,1,1,3
agents,50,decay_090,neutral_additive,decay,additive_or_neutral,0,0,3
agents,50,wait_light,decay_095,wait,decay,0,0,3
agents,50,block_light,decay_095,block,decay,0,0,2
agents,50,decay_090,wait_heavy,decay,wait,0,0,2
agents,50,block_light,block_light,block,block,1,1,1
agents,50,commit_heavy,decay_090,commit,decay,0,0,1
agents,50,decay_095,wait_heavy,decay,wait,0,0,1
agents,50,neutral_additive,decay_090,additive_or_neutral,decay,0,0,1
all,all,neutral_additive,neutral_additive,additive_or_neutral,additive_or_neutral,1,1,318
all,all,wait_light,wait_light,wait,wait,1,1,249
all,all,commit_heavy,commit_heavy,commit,commit,1,1,241
all,all,block_heavy,block_heavy,block,block,1,1,240
all,all,neutral_additive,wait_light,additive_or_neutral,wait,0,0,101
all,all,neutral_additive,block_heavy,additive_or_neutral,block,0,0,97
all,all,wait_light,neutral_additive,wait,additive_or_neutral,0,0,86
all,all,neutral_additive,commit_heavy,additive_or_neutral,commit,0,0,82
all,all,block_heavy,commit_heavy,block,commit,0,0,79
all,all,block_heavy,neutral_additive,block,additive_or_neutral,0,0,76
all,all,wait_heavy,wait_heavy,wait,wait,1,1,72
all,all,commit_heavy,wait_light,commit,wait,0,0,68
all,all,wait_light,block_heavy,wait,block,0,0,68
all,all,block_light,wait_light,block,wait,0,0,66
all,all,block_light,neutral_additive,block,additive_or_neutral,0,0,64
all,all,decay_095,neutral_additive,decay,additive_or_neutral,0,0,62
all,all,block_heavy,wait_light,block,wait,0,0,61
all,all,wait_heavy,neutral_additive,wait,additive_or_neutral,0,0,60
all,all,commit_heavy,neutral_additive,commit,additive_or_neutral,0,0,58
all,all,wait_heavy,commit_heavy,wait,commit,0,0,54
all,all,wait_heavy,block_heavy,wait,block,0,0,53
all,all,block_light,block_light,block,block,1,1,52
all,all,wait_light,commit_heavy,wait,commit,0,0,44
all,all,commit_heavy,block_heavy,commit,block,0,0,43
all,all,decay_090,neutral_additive,decay,additive_or_neutral,0,0,38
all,all,decay_095,wait_light,decay,wait,0,0,38
all,all,decay_090,wait_light,decay,wait,0,0,35
all,all,block_heavy,wait_heavy,block,wait,0,0,34
all,all,block_light,commit_heavy,block,commit,0,0,32
all,all,neutral_additive,wait_heavy,additive_or_neutral,wait,0,0,31
all,all,decay_090,commit_heavy,decay,commit,0,0,29
all,all,wait_heavy,wait_light,wait,wait,0,1,29
all,all,decay_095,decay_095,decay,decay,1,1,27
all,all,decay_090,decay_090,decay,decay,1,1,23
all,all,neutral_additive,block_light,additive_or_neutral,block,0,0,22
all,all,block_light,block_heavy,block,block,0,1,19
all,all,decay_095,commit_heavy,decay,commit,0,0,19
all,all,wait_light,block_light,wait,block,0,0,19
all,all,commit_heavy,wait_heavy,commit,wait,0,0,18
all,all,decay_090,block_heavy,decay,block,0,0,15
all,all,decay_095,block_heavy,decay,block,0,0,13
all,all,neutral_additive,decay_095,additive_or_neutral,decay,0,0,13
all,all,decay_090,block_light,decay,block,0,0,12
all,all,commit_heavy,block_light,commit,block,0,0,10
all,all,wait_light,wait_heavy,wait,wait,0,1,9
all,all,block_heavy,block_light,block,block,0,1,8
all,all,block_light,wait_heavy,block,wait,0,0,8
all,all,decay_095,wait_heavy,decay,wait,0,0,8
all,all,wait_heavy,block_light,wait,block,0,0,8
all,all,block_light,decay_095,block,decay,0,0,7
all,all,commit_heavy,decay_095,commit,decay,0,0,7
all,all,decay_090,decay_095,decay,decay,0,1,6
all,all,decay_090,wait_heavy,decay,wait,0,0,6
all,all,decay_095,block_light,decay,block,0,0,6
all,all,block_heavy,decay_095,block,decay,0,0,5
all,all,decay_095,decay_090,decay,decay,0,1,5
all,all,neutral_additive,decay_090,additive_or_neutral,decay,0,0,5
all,all,wait_light,decay_095,wait,decay,0,0,5
all,all,block_heavy,decay_090,block,decay,0,0,4
all,all,block_light,decay_090,block,decay,0,0,4
all,all,commit_heavy,decay_090,commit,decay,0,0,4
all,all,wait_heavy,decay_095,wait,decay,0,0,4
all,all,wait_light,decay_090,wait,decay,0,0,4
all,all,wait_heavy,decay_090,wait,decay,0,0,2
iteration,0,block_heavy,block_heavy,block,block,1,1,151
iteration,0,wait_light,wait_light,wait,wait,1,1,84
iteration,0,neutral_additive,block_heavy,additive_or_neutral,block,0,0,69
iteration,0,neutral_additive,neutral_additive,additive_or_neutral,additive_or_neutral,1,1,62
iteration,0,wait_heavy,wait_heavy,wait,wait,1,1,40
iteration,0,wait_light,block_heavy,wait,block,0,0,40
iteration,0,neutral_additive,wait_light,additive_or_neutral,wait,0,0,33
iteration,0,wait_heavy,block_heavy,wait,block,0,0,33
iteration,0,block_heavy,wait_light,block,wait,0,0,26
iteration,0,block_heavy,neutral_additive,block,additive_or_neutral,0,0,23
iteration,0,block_heavy,wait_heavy,block,wait,0,0,22
iteration,0,commit_heavy,commit_heavy,commit,commit,1,1,20
iteration,0,commit_heavy,wait_light,commit,wait,0,0,20
iteration,0,neutral_additive,wait_heavy,additive_or_neutral,wait,0,0,19
iteration,0,commit_heavy,block_heavy,commit,block,0,0,15
iteration,0,wait_heavy,neutral_additive,wait,additive_or_neutral,0,0,15
iteration,0,wait_heavy,wait_light,wait,wait,0,1,11
iteration,0,wait_light,commit_heavy,wait,commit,0,0,11
iteration,0,block_light,wait_light,block,wait,0,0,10
iteration,0,block_light,block_heavy,block,block,0,1,9
iteration,0,wait_light,neutral_additive,wait,additive_or_neutral,0,0,9
iteration,0,block_light,block_light,block,block,1,1,8
iteration,0,block_heavy,commit_heavy,block,commit,0,0,5
iteration,0,block_light,neutral_additive,block,additive_or_neutral,0,0,5
iteration,0,neutral_additive,block_light,additive_or_neutral,block,0,0,5
iteration,0,neutral_additive,commit_heavy,additive_or_neutral,commit,0,0,4
iteration,0,commit_heavy,neutral_additive,commit,additive_or_neutral,0,0,3
iteration,0,commit_heavy,wait_heavy,commit,wait,0,0,3
iteration,0,wait_light,wait_heavy,wait,wait,0,1,3
iteration,0,block_light,wait_heavy,block,wait,0,0,2
iteration,0,block_light,commit_heavy,block,commit,0,0,1
iteration,0,commit_heavy,block_light,commit,block,0,0,1
iteration,0,decay_090,neutral_additive,decay,additive_or_neutral,0,0,1
iteration,0,wait_heavy,block_light,wait,block,0,0,1
iteration,0,wait_heavy,commit_heavy,wait,commit,0,0,1
iteration,1,neutral_additive,neutral_additive,additive_or_neutral,additive_or_neutral,1,1,79
iteration,1,commit_heavy,commit_heavy,commit,commit,1,1,73
iteration,1,wait_light,wait_light,wait,wait,1,1,66
iteration,1,block_heavy,block_heavy,block,block,1,1,36
iteration,1,block_heavy,commit_heavy,block,commit,0,0,26
iteration,1,neutral_additive,wait_light,additive_or_neutral,wait,0,0,24
iteration,1,neutral_additive,commit_heavy,additive_or_neutral,commit,0,0,23
iteration,1,wait_heavy,commit_heavy,wait,commit,0,0,21
iteration,1,block_light,wait_light,block,wait,0,0,20
iteration,1,wait_light,neutral_additive,wait,additive_or_neutral,0,0,20
iteration,1,commit_heavy,neutral_additive,commit,additive_or_neutral,0,0,19
iteration,1,wait_heavy,wait_heavy,wait,wait,1,1,19
iteration,1,wait_heavy,neutral_additive,wait,additive_or_neutral,0,0,18
iteration,1,block_light,block_light,block,block,1,1,17
iteration,1,decay_095,neutral_additive,decay,additive_or_neutral,0,0,17
iteration,1,commit_heavy,block_heavy,commit,block,0,0,15
iteration,1,commit_heavy,wait_light,commit,wait,0,0,15
iteration,1,decay_095,wait_light,decay,wait,0,0,14
iteration,1,decay_090,wait_light,decay,wait,0,0,13
iteration,1,block_heavy,neutral_additive,block,additive_or_neutral,0,0,12
iteration,1,decay_090,neutral_additive,decay,additive_or_neutral,0,0,11
iteration,1,wait_light,commit_heavy,wait,commit,0,0,11
iteration,1,block_light,neutral_additive,block,additive_or_neutral,0,0,10
iteration,1,neutral_additive,block_heavy,additive_or_neutral,block,0,0,10
iteration,1,neutral_additive,wait_heavy,additive_or_neutral,wait,0,0,10
iteration,1,wait_light,block_heavy,wait,block,0,0,10
iteration,1,block_heavy,wait_heavy,block,wait,0,0,9
iteration,1,commit_heavy,wait_heavy,commit,wait,0,0,9
iteration,1,decay_090,commit_heavy,decay,commit,0,0,9
iteration,1,block_heavy,wait_light,block,wait,0,0,8
iteration,1,block_light,commit_heavy,block,commit,0,0,8
iteration,1,decay_095,commit_heavy,decay,commit,0,0,7
iteration,1,decay_095,wait_heavy,decay,wait,0,0,7
iteration,1,decay_090,block_light,decay,block,0,0,6
iteration,1,decay_090,decay_090,decay,decay,1,1,6
iteration,1,neutral_additive,block_light,additive_or_neutral,block,0,0,6
iteration,1,wait_heavy,wait_light,wait,wait,0,1,6
iteration,1,wait_light,block_light,wait,block,0,0,6
iteration,1,decay_095,decay_095,decay,decay,1,1,5
iteration,1,wait_heavy,block_heavy,wait,block,0,0,5
iteration,1,block_light,wait_heavy,block,wait,0,0,4
iteration,1,decay_090,block_heavy,decay,block,0,0,4
iteration,1,wait_light,wait_heavy,wait,wait,0,1,4
iteration,1,block_heavy,block_light,block,block,0,1,3
iteration,1,block_light,block_heavy,block,block,0,1,3
iteration,1,decay_090,wait_heavy,decay,wait,0,0,3
iteration,1,decay_095,block_heavy,decay,block,0,0,3
iteration,1,decay_095,block_light,decay,block,0,0,3
iteration,1,block_heavy,decay_090,block,decay,0,0,2
iteration,1,commit_heavy,block_light,commit,block,0,0,2
iteration,1,neutral_additive,decay_090,additive_or_neutral,decay,0,0,2
iteration,1,neutral_additive,decay_095,additive_or_neutral,decay,0,0,2
iteration,1,wait_heavy,decay_095,wait,decay,0,0,2
iteration,1,wait_light,decay_090,wait,decay,0,0,2
iteration,1,block_heavy,decay_095,block,decay,0,0,1
iteration,1,block_light,decay_090,block,decay,0,0,1
iteration,1,block_light,decay_095,block,decay,0,0,1
iteration,1,commit_heavy,decay_090,commit,decay,0,0,1
iteration,1,commit_heavy,decay_095,commit,decay,0,0,1
iteration,1,decay_090,decay_095,decay,decay,0,1,1
iteration,1,decay_095,decay_090,decay,decay,0,1,1
iteration,1,wait_heavy,decay_090,wait,decay,0,0,1
iteration,1,wait_light,decay_095,wait,decay,0,0,1
iteration,2,commit_heavy,commit_heavy,commit,commit,1,1,71
iteration,2,neutral_additive,neutral_additive,additive_or_neutral,additive_or_neutral,1,1,69
iteration,2,wait_light,wait_light,wait,wait,1,1,63
iteration,2,block_heavy,block_heavy,block,block,1,1,31
iteration,2,block_heavy,commit_heavy,block,commit,0,0,29
iteration,2,wait_light,neutral_additive,wait,additive_or_neutral,0,0,29
iteration,2,block_light,wait_light,block,wait,0,0,28
iteration,2,neutral_additive,wait_light,additive_or_neutral,wait,0,0,27
iteration,2,neutral_additive,commit_heavy,additive_or_neutral,commit,0,0,24
iteration,2,commit_heavy,wait_light,commit,wait,0,0,23
iteration,2,decay_095,neutral_additive,decay,additive_or_neutral,0,0,21
iteration,2,block_light,neutral_additive,block,additive_or_neutral,0,0,20
iteration,2,block_heavy,wait_light,block,wait,0,0,19
iteration,2,wait_heavy,commit_heavy,wait,commit,0,0,18
iteration,2,block_heavy,neutral_additive,block,additive_or_neutral,0,0,16
iteration,2,decay_090,wait_light,decay,wait,0,0,14
iteration,2,decay_095,wait_light,decay,wait,0,0,14
iteration,2,wait_light,block_heavy,wait,block,0,0,14
iteration,2,block_light,block_light,block,block,1,1,13
iteration,2,wait_heavy,block_heavy,wait,block,0,0,13
iteration,2,decay_095,decay_095,decay,decay,1,1,11
iteration,2,neutral_additive,block_heavy,additive_or_neutral,block,0,0,11
iteration,2,commit_heavy,block_heavy,commit,block,0,0,10
iteration,2,commit_heavy,neutral_additive,commit,additive_or_neutral,0,0,10
iteration,2,decay_090,decay_090,decay,decay,1,1,10
iteration,2,wait_light,commit_heavy,wait,commit,0,0,10
iteration,2,decay_090,block_heavy,decay,block,0,0,9
iteration,2,decay_090,neutral_additive,decay,additive_or_neutral,0,0,9
iteration,2,block_light,commit_heavy,block,commit,0,0,8
iteration,2,wait_heavy,neutral_additive,wait,additive_or_neutral,0,0,8
iteration,2,decay_090,commit_heavy,decay,commit,0,0,7
iteration,2,neutral_additive,block_light,additive_or_neutral,block,0,0,7
iteration,2,neutral_additive,decay_095,additive_or_neutral,decay,0,0,7
iteration,2,decay_095,block_heavy,decay,block,0,0,6
iteration,2,decay_095,commit_heavy,decay,commit,0,0,6
iteration,2,wait_heavy,wait_heavy,wait,wait,1,1,6
iteration,2,commit_heavy,wait_heavy,commit,wait,0,0,5
iteration,2,wait_heavy,wait_light,wait,wait,0,1,5
iteration,2,block_light,block_heavy,block,block,0,1,4
iteration,2,wait_light,block_light,wait,block,0,0,4
iteration,2,commit_heavy,block_light,commit,block,0,0,3
iteration,2,decay_090,block_light,decay,block,0,0,3
iteration,2,decay_095,decay_090,decay,decay,0,1,3
iteration,2,block_heavy,block_light,block,block,0,1,2
iteration,2,block_heavy,decay_095,block,decay,0,0,2
iteration,2,block_heavy,wait_heavy,block,wait,0,0,2
iteration,2,block_light,decay_090,block,decay,0,0,2
iteration,2,block_light,decay_095,block,decay,0,0,2
iteration,2,commit_heavy,decay_095,commit,decay,0,0,2
iteration,2,wait_heavy,block_light,wait,block,0,0,2
iteration,2,wait_light,decay_090,wait,decay,0,0,2
iteration,2,wait_light,decay_095,wait,decay,0,0,2
iteration,2,commit_heavy,decay_090,commit,decay,0,0,1
iteration,2,decay_090,decay_095,decay,decay,0,1,1
iteration,2,decay_090,wait_heavy,decay,wait,0,0,1
iteration,2,decay_095,block_light,decay,block,0,0,1
iteration,2,neutral_additive,decay_090,additive_or_neutral,decay,0,0,1
iteration,2,neutral_additive,wait_heavy,additive_or_neutral,wait,0,0,1
iteration,2,wait_heavy,decay_090,wait,decay,0,0,1
iteration,2,wait_heavy,decay_095,wait,decay,0,0,1
iteration,3,neutral_additive,neutral_additive,additive_or_neutral,additive_or_neutral,1,1,108
iteration,3,commit_heavy,commit_heavy,commit,commit,1,1,77
iteration,3,wait_light,wait_light,wait,wait,1,1,36
iteration,3,neutral_additive,commit_heavy,additive_or_neutral,commit,0,0,31
iteration,3,block_light,neutral_additive,block,additive_or_neutral,0,0,29
iteration,3,wait_light,neutral_additive,wait,additive_or_neutral,0,0,28
iteration,3,commit_heavy,neutral_additive,commit,additive_or_neutral,0,0,26
iteration,3,block_heavy,neutral_additive,block,additive_or_neutral,0,0,25
iteration,3,decay_095,neutral_additive,decay,additive_or_neutral,0,0,24
iteration,3,block_heavy,block_heavy,block,block,1,1,22
iteration,3,block_heavy,commit_heavy,block,commit,0,0,19
iteration,3,wait_heavy,neutral_additive,wait,additive_or_neutral,0,0,19
iteration,3,decay_090,neutral_additive,decay,additive_or_neutral,0,0,17
iteration,3,neutral_additive,wait_light,additive_or_neutral,wait,0,0,17
iteration,3,block_light,commit_heavy,block,commit,0,0,15
iteration,3,block_light,block_light,block,block,1,1,14
