context_uid,candidate_id,row_weight,target_theta_l1_to_context,selected_success,baseline_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,candidate_recognized,fingerprint_match,cost_finite,theta_in_bounds,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g556_c063174,0.015625,0.14129318296909332,True,True,False,False,True,False,0.0,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g554_c00051,0.015625,0.14244690537452698,True,True,False,False,True,False,-0.0027337223291397095,True,True,True,True,1.25,1.1338139772415161,1.25,0.75,0.75,1.0544874668121338,0.685779869556427,0.9825000166893005,1.0,0.675000011920929,0.6499999761581421,0.3107355237007141,0.8141664862632751,1.0,10.717279434204102
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,repair5g59_static_flow_shield,0.015625,0.26695582270622253,True,True,False,False,True,False,0.05195899307727814,True,True,True,True,1.25,1.25,1.25,0.75,0.75,1.0,0.0,0.949999988079071,1.0,1.0,0.0,0.3499999940395355,0.75,1.0,11.0
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,repair5g59_additive_fallback,0.015625,0.5206090807914734,False,True,True,False,False,False,0.1821124106645584,True,True,True,True,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,11.0
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00000,0.015625,0.16542479395866394,True,True,False,False,True,False,0.006433308124542236,True,True,True,True,1.25,1.1114022731781006,1.25,0.75,0.75,1.0985971689224243,0.6626615524291992,1.0,1.0,0.6970057487487793,0.6499999761581421,0.2954002618789673,0.8868336081504822,0.9792853593826294,11.094943046569824
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00001,0.015625,0.14278574287891388,True,True,False,False,True,False,0.0007462874054908752,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.1042184829711914,0.6504113078117371,0.9799358248710632,1.0,0.6841553449630737,0.606587290763855,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00002,0.015625,0.1942623257637024,True,True,False,False,True,False,0.005213484168052673,True,True,True,True,1.25,1.1081651449203491,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3663370907306671,0.7991539239883423,1.0,11.566987991333008
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00003,0.015625,0.16466070711612701,True,True,False,False,True,False,-0.007739745080471039,True,True,True,True,1.25,1.2390587329864502,1.25,0.75,0.75,1.1301651000976562,0.6410666704177856,0.9458733797073364,1.0,0.6534793376922607,0.6499999761581421,0.2945537865161896,0.7622483372688293,1.0,10.303189277648926
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00004,0.015625,0.1668562889099121,True,True,False,False,True,False,0.0005226954817771912,True,True,True,True,1.25,1.1998999118804932,1.25,0.75,0.75,1.1573824882507324,0.7808271646499634,1.0,1.0,0.7343351244926453,0.6499999761581421,0.3094218373298645,0.8275250792503357,1.0,10.259781837463379
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00005,0.015625,0.19469186663627625,True,True,False,False,True,False,0.021240174770355225,True,True,True,True,1.25,1.2390508651733398,1.25,0.75,0.75,0.8948565721511841,0.8494435548782349,1.0,1.0,0.5509234666824341,0.6499999761581421,0.4501694440841675,0.997515082359314,0.9633080959320068,11.347200393676758
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00006,0.015625,0.18649356067180634,True,True,False,False,True,False,0.008118197321891785,True,True,True,True,1.25,1.075659155845642,1.25,0.75,0.75,0.9711006879806519,0.7607768774032593,0.9212481379508972,1.0,0.6461002826690674,0.6499999761581421,0.296320378780365,0.917883574962616,0.9754559993743896,11.370993614196777
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00007,0.015625,0.14585672318935394,True,True,False,False,True,False,0.0007820650935173035,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.7066765427589417,0.5590759515762329,0.2905194163322449,0.8590060472488403,1.0,10.79326343536377
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00008,0.015625,0.1814618557691574,True,True,False,False,True,False,0.008748911321163177,True,True,True,True,1.25,1.2386506795883179,1.25,0.75,0.75,0.958146870136261,0.6411518454551697,0.9502978324890137,1.0,0.7148522734642029,0.6499999761581421,0.3151487708091736,0.9382004141807556,1.0,11.110334396362305
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00009,0.015625,0.3506549000740051,True,True,False,False,True,False,0.10653933882713318,True,True,True,True,1.5,0.9713073372840881,0.8156677484512329,1.032504916191101,0.9143759608268738,1.2258625030517578,0.3580723702907562,0.8999999761581421,0.8999999761581421,0.994515597820282,0.7875744104385376,0.5031411051750183,1.0782750844955444,1.0,12.0
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00010,0.015625,0.182615727186203,True,True,False,False,True,False,-0.006884284317493439,True,True,True,True,1.25,1.2804282903671265,1.25,0.75,0.75,1.2008599042892456,0.7414646744728088,0.9259824752807617,1.0,0.6257777214050293,0.6499999761581421,0.28396373987197876,0.7592607736587524,1.0,9.882752418518066
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00011,0.015625,0.15991391241550446,True,True,False,False,True,False,0.01880738139152527,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,0.9707359075546265,0.6253837943077087,0.9799358248710632,0.9497217535972595,0.6841553449630737,0.7415471076965332,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00012,0.015625,0.21032525599002838,True,True,False,False,True,False,0.014076747000217438,True,True,True,True,1.25,1.2114121913909912,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3743733763694763,0.943393349647522,1.0,11.652087211608887
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00013,0.015625,0.19004620611667633,True,True,False,False,True,False,0.0006532743573188782,True,True,True,True,1.25,1.1144108772277832,1.25,0.75,0.75,1.114859700202942,0.6414418816566467,0.9399377703666687,1.0,0.733495831489563,0.6499999761581421,0.30896905064582825,0.8121876120567322,1.0,10.050182342529297
673ab03fef636f3dd5542c6ed061b3596de85dfd642febdfce84d93bd4dc6bab,g557_gcst_00014,0.015625,0.1641402691602707,True,True,False,False,True,False,0.0021587833762168884,True,True,True,True,1.25,1.203542947769165,1.25,0.75,0.75,1.12283194065094,0.7862843871116638,1.0,1.0,0.653680145740509,0.6499999761581421,0.3023792803287506,0.8958516716957092,0.9468297958374023,10.367057800292969
