bootstrap_index,metric
0,0.808558400642
1,0.808558400642
2,0.808558400642
3,0.808558400642
4,0.808558400642
5,0.808558400642
6,0.808558400642
7,0.808558400642
8,0.808558400642
9,0.808558400642
10,0.808558400642
11,0.808558400642
12,0.808558400642
13,0.808558400642
14,0.808558400642
15,0.808558400642
16,0.808558400642
17,0.808558400642
18,0.808558400642
19,0.808558400642
20,0.808558400642
21,0.808558400642
22,0.808558400642
23,0.808558400642
24,0.808558400642
25,0.808558400642
26,0.808558400642
27,0.808558400642
28,0.808558400642
29,0.808558400642
