map_family,agents,nominal_budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,solver_rows_materialized,finite_ratio_rows,finite_ratio_rate,static_flow_rows,static_flow_success_rate,both_success_quality_pairs_vs_static_flow,candidate_recognized_all,fulltheta_fingerprint_match_rate,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,evaluable,selection_reason
random,50,1000,c0_short250_t050_i2,250,0.5,2,42,4,0.0952380952381,6,0,0,True,1,False,False,False,False,False,False,
random,50,1000,c0_short5000_t050_i2,5000,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
random,50,1000,c0_short500_t050_i2,500,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
random,50,2000,c0_short1000_t050_i2,1000,0.5,2,42,42,1,6,1,24,True,1,False,False,False,False,False,True,static_flow_success_rate>=0.20 and finite_ratio_rate>=0.20 and both_success_pairs>=20
random,50,2000,c0_short2000_t050_i2,2000,0.5,2,42,42,1,6,1,24,True,1,False,False,False,False,False,True,static_flow_success_rate>=0.20 and finite_ratio_rate>=0.20 and both_success_pairs>=20
random,50,2000,c0_short250_t050_i2,250,0.5,2,42,4,0.0952380952381,6,0,0,True,1,False,False,False,False,False,False,
random,50,2000,c0_short5000_t050_i2,5000,0.5,2,42,42,1,6,1,24,True,1,False,False,False,False,False,True,static_flow_success_rate>=0.20 and finite_ratio_rate>=0.20 and both_success_pairs>=20
random,50,2000,c0_short500_t050_i2,500,0.5,2,42,42,1,6,1,24,True,1,False,False,False,False,False,True,static_flow_success_rate>=0.20 and finite_ratio_rate>=0.20 and both_success_pairs>=20
random,50,500,c0_short1000_t050_i2,1000,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
random,50,500,c0_short2000_t050_i2,2000,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
random,50,500,c0_short250_t050_i2,250,0.5,2,42,5,0.119047619048,6,0,0,True,1,False,False,False,False,False,False,
random,50,500,c0_short5000_t050_i2,5000,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
random,50,500,c0_short500_t050_i2,500,0.5,2,42,42,1,6,1,0,True,1,False,False,False,False,False,False,
warehouse,100,1000,c0_short1000_t050_i2,1000,0.5,2,35,0,0,5,0,0,True,1,False,False,False,False,False,False,
warehouse,100,1000,c0_short2000_t050_i2,2000,0.5,2,35,0,0,5,0,0,True,1,False,False,False,False,False,False,
warehouse,100,1000,c0_short250_t050_i2,250,0.5,2,35,0,0,5,0,0,True,1,False,False,False,False,False,False,
warehouse,100,1000,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,1000,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,2000,c0_short1000_t050_i2,1000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,2000,c0_short2000_t050_i2,2000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,2000,c0_short250_t050_i2,250,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,2000,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,2000,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,500,c0_short1000_t050_i2,1000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,500,c0_short2000_t050_i2,2000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,500,c0_short250_t050_i2,250,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,500,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,100,500,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,1000,c0_short1000_t050_i2,1000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,1000,c0_short2000_t050_i2,2000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,1000,c0_short250_t050_i2,250,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,1000,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,1000,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,2000,c0_short1000_t050_i2,1000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,2000,c0_short2000_t050_i2,2000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,2000,c0_short250_t050_i2,250,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,2000,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,2000,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,500,c0_short1000_t050_i2,1000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,500,c0_short2000_t050_i2,2000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,500,c0_short250_t050_i2,250,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,500,c0_short5000_t050_i2,5000,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
warehouse,50,500,c0_short500_t050_i2,500,0.5,2,42,0,0,6,0,0,True,1,False,False,False,False,False,False,
