count,feature,max,mean,median,min,stdev
186,agents,100.0,73.11827956989248,50.0,50.0,24.92908197713899
186,best_ratio_before,1.39858086616,0.8201833112560323,1.13919413919,0.0,0.5645686067643352
186,blocked_count,2066.0,578.4193548387096,407.0,0.0,542.2361173300965
186,blocked_per_agent,20.66,7.083010752688172,6.0,0.0,5.119999009775239
186,blocked_per_committed,0.204554455446,0.07406261920039893,0.07425724637685,0.0,0.04047828061213048
186,c_flow_update_ratio,0.0,0.0,0.0,0.0,0.0
186,c_nonzero_edges,3920.0,1211.6236559139784,1472.5,0.0,976.5309008426783
186,c_update_count,3920.0,1211.6236559139784,1472.5,0.0,976.5309008426783
186,committed_count,28900.0,6498.924731182796,5475.0,0.0,4766.778394592286
186,committed_per_agent,289.0,87.33870967741936,83.5,0.0,51.48774054366784
186,cost_bounds_respected,1.0,1.0,1.0,1.0,0.0
186,cost_max,11.0,8.14516129032258,11.0,2.0,4.1884895044424
186,cost_min,2.0,1.3172043010752688,1.0,1.0,0.46538772271582224
186,cost_span,10.0,6.827956989247312,10.0,0.0,4.6538772271582225
186,density,0.126582278481,0.07948108767553763,0.0632911392405,0.00877346902965,0.0412540688727511
186,f_nonzero_edges,0.0,0.0,0.0,0.0,0.0
186,f_update_count,0.0,0.0,0.0,0.0,0.0
186,free_cells,5699.0,1593.6236559139784,819.0,790.0,1800.3755636513972
186,has_incumbent_before,1.0,0.6827956989247311,1.0,0.0,0.46538772271582224
186,improved_last_iteration,1.0,0.41397849462365593,0.0,0.0,0.49254471940402283
186,ltm_iterations,3.0,1.3118279569892473,1.0,0.0,1.1262125567979495
186,map_height,63.0,37.0,32.0,32.0,11.40175425099138
186,map_width,161.0,52.806451612903224,32.0,32.0,47.44600962509316
186,nonprogress_committed_count,23384.0,3461.8010752688174,2713.5,0.0,3009.9908277284826
186,obstacle_ratio,0.43813467416,0.25075340846666666,0.228515625,0.2001953125,0.08318844019339826
186,progress_committed_count,10725.0,3037.1236559139784,2685.5,0.0,2008.0280999778397
186,progress_ratio,0.988636363636,0.44885299655374195,0.4791916070265,0.0,0.16131207164661432
186,returned_solutions_count_so_far,1.0,0.967741935483871,1.0,0.0,0.17668469596940842
186,wait_event_count,984.0,254.01075268817203,181.5,0.0,239.86131721743487
186,wait_per_committed,0.0974257425743,0.03242989453113543,0.03205489092185,0.0,0.018181797313099483
