g539_blind_row_id,context_budget_iteration_key,context_key,role,planned_candidate_id,planned_method,materialized_candidate_id,materialization_source,raw_solver_result_id,source_round,commit,branch,dirty_state,binary_path,method,method_alias,candidate_id,update_params_fingerprint,map,map_family,agents,seed,budget_ms,ltm_max_iterations,iteration,solution_found,sum_of_loss_ratio,time_to_first_solution,expanded_nodes,high_level_expansions,low_level_pibt_calls,trace_event_count,pibt_failure_audit_count,traffic_before_hash,traffic_after_hash,raw_checkpoint_source,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g539_blind_00000010,random-32-32-20|100|566|500|0,random-32-32-20|100|566|500,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_blind_real_solver_execution,g539_blind_raw_00000035,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b500__i2,repair5g539_s3_112,alpha_commit=1.3999999999999999|alpha_block=1.6000000000000001|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.3999999999999999|alpha_cong_commit_nonprogress=1.3999999999999999|alpha_cong_block=1.6000000000000001|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.25|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=1.25,random-32-32-20,random,100,566,500,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,52e5a152b9d5730b,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000011,random-32-32-20|100|566|500|final,random-32-32-20|100|566|500,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_blind_real_solver_execution,g539_blind_raw_00000087,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b500__i2,repair5g539_s3_112,,random-32-32-20,random,100,566,500,2,final,True,1.33671988389,423,52,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000012,random-32-32-20|100|566|500|0,random-32-32-20|100|566|500,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000031,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b500__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,500,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000013,random-32-32-20|100|566|500|final,random-32-32-20|100|566|500,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000083,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b500__i2,repair5g59_static_flow_shield,,random-32-32-20,random,100,566,500,2,final,True,1.33671988389,423,52,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000014,random-32-32-20|100|566|500|0,random-32-32-20|100|566|500,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000031,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b500__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,500,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000015,random-32-32-20|100|566|500|final,random-32-32-20|100|566|500,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000083,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b500__i2,repair5g59_static_flow_shield,,random-32-32-20,random,100,566,500,2,final,True,1.33671988389,423,52,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000016,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000036,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,8ab0012240efa56e,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000017,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000037,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,random-32-32-20,random,100,566,2000,2,1,True,1.36623125302,,56,56,5500,6061,1,8ab0012240efa56e,991d85161bfc6603,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000018,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_blind_real_solver_execution,g539_blind_raw_00000088,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,445,108,108,10593,11896,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000019,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000038,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000020,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000039,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,1851096d7801c990,d17a39194718f8b9,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000021,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,new_g539_blind_real_solver_execution,g539_blind_raw_00000089,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,421,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
g539_blind_00000022,random-32-32-20|100|566|2000|0,random-32-32-20|100|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000040,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,0,True,1.33671988389,,52,52,5093,5835,10,14650fb0739d0383,1851096d7801c990,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000023,random-32-32-20|100|566|2000|1,random-32-32-20|100|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000041,g539_blind_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,random-32-32-20,random,100,566,2000,2,1,False,,,1,0,0,0,0,1851096d7801c990,d17a39194718f8b9,outputs/logs/phase5p5_repair5g539_frozen_param_blind_replay/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
g539_blind_00000024,random-32-32-20|100|566|2000|final,random-32-32-20|100|566|2000,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,new_g539_blind_real_solver_execution,g539_blind_raw_00000090,g539_blind_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,,random-32-32-20,random,100,566,2000,2,final,True,1.33671988389,420,53,52,5093,5835,,,,,real_solver_trace,False,False,False,False,False
