plan_row_id,replay_phase,context_id,g561_instance_uid,g561_evaluation_uid,g561_identity_digest,g561_scenario_sha256,g561_physical_map_sha256,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g561_replay_0000000,baseline,6a954e16136593cbe40cfee566abb069acbfa18e6a6b23146d90d40f2ed937fb,6a954e16136593cbe40cfee566abb069acbfa18e6a6b23146d90d40f2ed937fb,280d4e68721e523efd34f9015a9b8cd81e1bb1f1cd174490bb8e87be64575431,a9108e191be27b6521b9dc2068cd5eda233701952938706de330164449450c61,9c219c4f572e92c273583293031a92315318d499d7208c00c4bbbb32a4701084,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,32,32,9100,500,500,500,0.5,2,g561_replay_random_a32_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000001,baseline,6a954e16136593cbe40cfee566abb069acbfa18e6a6b23146d90d40f2ed937fb,6a954e16136593cbe40cfee566abb069acbfa18e6a6b23146d90d40f2ed937fb,23b16ef0aa3f2b74f456fad3143e8ec5ae3f40796f5b21551c2ba0c125e2b029,3d4caf5cde43e12aa8953c38d465d2b96649ea9d98837e70569762edd247ceb5,9c219c4f572e92c273583293031a92315318d499d7208c00c4bbbb32a4701084,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,32,32,9100,500,500,500,0.5,2,g561_replay_random_a32_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,2601203eb70bbb03e67d3ee9dbe2317677d10fba1c2164cfd272a15a7aa77b06,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000002,baseline,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,4b9122ac5c32cfcd4e28b8adc916f8276720c153460607d9c59aad9a464a1c9d,5a29a61e69361279a7e79afa1f8c2f0018259efc16f7a03370ceaffd666a309e,edafd0e4dee0c074621a2e2da70a5a8a0cfe2cd784fb63242ce6201d8810129a,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,32,32,9101,500,500,500,0.5,2,g561_replay_maze_a32_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000003,baseline,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,a1218b3a66ee51e5fd7cd6680f7ef4cebdf5b05cf26239b60c46ceb5582d3a83,876a8d0fd10fd8eee2f6c21c5fad3cfb005bdbd827f715f2e836b55d6af8ca17,edafd0e4dee0c074621a2e2da70a5a8a0cfe2cd784fb63242ce6201d8810129a,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,32,32,9101,500,500,500,0.5,2,g561_replay_maze_a32_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,b22c4d9f61565b5623be4c3e3e1ee307f619ca6902f53cc11c9701f5fb00a9cf,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000004,baseline,a614f8e2a43cd9ee562b61e3baf31a4b845b89461b9dd93daa19b64e59a992be,a614f8e2a43cd9ee562b61e3baf31a4b845b89461b9dd93daa19b64e59a992be,197efdf1f3c020a42a54b4b3db53d21858bc9e421690e4186ffb1b0ccdabcf66,c8c919566d27de333d89764c4b566296655086a7c31aaf4ffe8cbba6d2889bd0,5721efdd33800c1eead42b474f9640b61fd144bdfe5060f1a8a45eb9a86d2945,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,32,32,9102,500,500,500,0.5,2,g561_replay_warehouse_a32_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000005,baseline,a614f8e2a43cd9ee562b61e3baf31a4b845b89461b9dd93daa19b64e59a992be,a614f8e2a43cd9ee562b61e3baf31a4b845b89461b9dd93daa19b64e59a992be,c4a4f097b9daa4f3beb4834059e5050fcbd9b38da4050d5f3f96ff1e36fe657a,ea7d727fffd0842b8eadb8c60160dab95b751cf81638ec802e6b31cc4c44e438,5721efdd33800c1eead42b474f9640b61fd144bdfe5060f1a8a45eb9a86d2945,5fe4a260f140f2fb23f3f325ea0287ff7e2c0b029b21fd35449dff9c0c90beed,warehouse-10-20-10-2-1,warehouse,32,32,9102,500,500,500,0.5,2,g561_replay_warehouse_a32_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,85b65891eee54cb69d994b6e83a991e56b005fc1733bed63af4652fb7940e7e4,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000006,baseline,63e7d49d18c5f47ccb4a017fd6f3194540b6322acfd9c3b2eaa5db01b07279ee,63e7d49d18c5f47ccb4a017fd6f3194540b6322acfd9c3b2eaa5db01b07279ee,0f3d1f92fcb85cdaf398a1dcb1fcac24468f1c0c1314279f87ef7fd943dbe52e,f39c81b9537f864e3f16faae3c039e47100a39de7a709e00832714b9f7804e28,b23b0f99fb86266f422ad58ed1b6b8fb8cfafdbace937d5668264fb2b4f3e094,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,64,64,9103,500,500,500,0.5,2,g561_replay_random_a64_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000007,baseline,63e7d49d18c5f47ccb4a017fd6f3194540b6322acfd9c3b2eaa5db01b07279ee,63e7d49d18c5f47ccb4a017fd6f3194540b6322acfd9c3b2eaa5db01b07279ee,5fc6d88cfaf06c8de38c0cc42728c0657d942f079bbb59ff02b81fa1ec1cffd0,96caef06aaa6ff7d4b73b3b8ca431b590f26491f12398a5d2e1755d2db0eaf65,b23b0f99fb86266f422ad58ed1b6b8fb8cfafdbace937d5668264fb2b4f3e094,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,64,64,9103,500,500,500,0.5,2,g561_replay_random_a64_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,3e2f912da75f353abb13348f4c3e3a1fc96c0169bf7525ab99878d042e37d38b,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g561_replay_0000008,baseline,168eb6ea4605361e8109ef2cd3fb3be0c3503df6876574396d22036aaf8b17ef,168eb6ea4605361e8109ef2cd3fb3be0c3503df6876574396d22036aaf8b17ef,500b727130b185aebd0c374901d4ed7dce27581c2d1acce8d519a1ba5e9323a2,863bab2089345f43628c28512f16f392e415c2e095f0012df57a4c6e29073f7d,d415d6faf82a58fe4518be20b54cf08ee469604151ea41091225fcb5f661c27d,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,64,64,9104,500,500,500,0.5,2,g561_replay_maze_a64_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g561_replay_0000009,baseline,168eb6ea4605361e8109ef2cd3fb3be0c3503df6876574396d22036aaf8b17ef,168eb6ea4605361e8109ef2cd3fb3be0c3503df6876574396d22036aaf8b17ef,4687072c67905e3dd0750a925a78f53111bf20d01702673b7c63f747ff6be117,3eb411fd372bcb8f3cd1e8e09974ec634b015b42f1227ebec58af3d29c87d7cc,d415d6faf82a58fe4518be20b54cf08ee469604151ea41091225fcb5f661c27d,607596453e50c4c6c22aa062bb9ca1c0ce16c913d5e94594b9a199ca29c3569c,maze-32-32-4,maze,64,64,9104,500,500,500,0.5,2,g561_replay_maze_a64_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,c934e627bac3961629591ab6892ca3ad9b685696c8439b648363a70c49840d2c,g556_c063174,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
