source_split,g567_evaluation_uid,g567_dataset_row_id,map,map_family,agents,candidate_count,safe_AB_candidate_count,joint_positive_AB_candidate_count,trained_A5_actor_result_available,trained_A5_delta_vs_additive,trained_A5_delta_vs_static_flow,g556_result,static_flow_result,additive_result,best_safe_AB_vs_additive_theta_id,best_safe_AB_vs_additive_variant_id,best_safe_AB_vs_additive_family,best_safe_AB_vs_additive_delta_vs_additive,best_safe_AB_vs_additive_relative_improvement_vs_additive,best_safe_AB_vs_static_flow_theta_id,best_safe_AB_vs_static_flow_variant_id,best_safe_AB_vs_static_flow_family,best_safe_AB_vs_static_flow_delta_vs_static_flow,best_safe_AB_vs_static_flow_relative_improvement_vs_static_flow,best_joint_positive_AB_theta_id,best_joint_positive_AB_variant_id,best_joint_positive_AB_family,best_joint_positive_AB_delta_vs_additive,best_joint_positive_AB_relative_improvement_vs_additive,best_candidate_ignoring_safety_theta_id,best_candidate_ignoring_safety_variant_id,best_candidate_ignoring_safety_family,best_candidate_ignoring_safety_delta_vs_additive,best_candidate_ignoring_safety_relative_improvement_vs_additive,map_source_type,official_scenario,primary_actor_seed,trained_A5_relative_improvement_vs_additive,trained_A5_relative_improvement_vs_static_flow,oracle_best_trained_seed_delta_vs_additive,oracle_best_trained_seed_relative_improvement_vs_additive,oracle_best_trained_seed_delta_vs_static_flow,oracle_best_trained_seed_relative_improvement_vs_static_flow
LABEL_TRAIN_candidate_pool,00eea862ecc93b24493459a9b2bb75c99b90c49809907dc46b83242704799788,g567_gate3b_calibration_00286,warehouse_small,warehouse,512,21.0,21.0,1.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-1.5999894135100003,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-0.09395511328000028,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-1.5999894135100003,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,-1.5999894135100003,,,,,,,,,,
LABEL_TRAIN_candidate_pool,00f4342190ba3743ce1b003c6a56d89d733dab09b66c13ab6dc2b3b047e87761,g567_gate3b_label_train_01430,maze_128_128_2,maze,512,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.007155836699999973,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.0014653240699999959,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.007155836699999973,,,,,,,,,,
LABEL_TRAIN_candidate_pool,00fabb9370096e3a3d03c4b98773d4c380a42e3115e45f754c9f30ba88c51d18,g567_gate3b_label_train_01993,g567-large-maze-128x128-a-v3,large_maze,3000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_db53b47c4d19,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_db53b47c4d19,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_db53b47c4d19,G1_congestion_commit_block_ONLY_ALPHA_1p5,group,0.0,,,,,,,,,,
LABEL_TRAIN_candidate_pool,00fe83d583a828ee451d2d3689909811891e44517a4cbd8dc3898e17d200a4af,g567_gate3b_label_train_00650,g567-large-room-128x128-a-v0,large_room,2000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,G6_shield_bounds_ONLY_ALPHA_1p5,group,0.044662379770000094,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,G6_shield_bounds_ONLY_ALPHA_1p5,group,-0.07634558007999992,,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,G6_shield_bounds_ONLY_ALPHA_1p5,group,0.044662379770000094,,,,,,,,,,
LABEL_TRAIN_candidate_pool,010f0bce56b4ab12ee46528b4e1ea5afad537cc4e63fb8e75ea4c35b79d89040,g567_gate3b_label_train_01628,warehouse_10_20_10_2_1,warehouse,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.03870424906000003,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.033024821210000166,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,G556_GLOBAL_ALPHA_0p5,global_g556_anchor,-0.03870424906000003,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01143d074eb87a72a21deeffc2e775af151331da4dbc9ba987e63041757c0ef6,g567_gate3b_calibration_00349,maze_128_128_1,maze,192,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.09776605391000004,,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.017193259300000152,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.09776605391000004,,,,,,,,,,
LABEL_TRAIN_candidate_pool,012ecebd2232831c362704e48d9ce30f1e302248c5eccd5ec9df2f02b9bf0779,g567_gate3b_calibration_00106,empty_16_16,empty,12,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_80facdc060c0,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.04929577465000001,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_80facdc060c0,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.03521126761000004,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_80facdc060c0,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.04929577465000001,,,,,,,,,,
LABEL_TRAIN_candidate_pool,0144edd951c3bfd828aa218be68bf7dff1e5e54133505eddd09fd2e5c2763a06,g567_gate3b_label_train_00208,random_32_32_10,random,12,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_efe902e551fb,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,0.0,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_efe902e551fb,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,0.0,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_efe902e551fb,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,0.0,,,,,,,,,,
LABEL_TRAIN_candidate_pool,014e6579ff52157ef06802dad88d322076b79c3bf29429d8744fdfe8cac43a93,g567_gate3b_label_train_01693,g567-room-64x48-b-v1,room,256,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.010236594119999998,,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.058572300180000036,,,,,,,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.010236594119999998,,,,,,,,,,
LABEL_TRAIN_candidate_pool,0159472a186e7f48e4a80edaf71338c5f5b1525933e4be49e8d8d0184cb38a46,g567_gate3b_calibration_00212,empty_32_32,empty,64,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.055598455599999985,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.01544401544999996,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.055598455599999985,,,,,,,,,,
LABEL_TRAIN_candidate_pool,0176470792e055100a028b86364ae99b368bf6f73aefa16913de2269bdaa9227,g567_gate3b_calibration_00191,empty_32_32,empty,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.03384615383999989,,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.018461538459999982,,,,,,,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,STATIC_GLOBAL_ALPHA_0p75,global_static_anchor,-0.03384615383999989,,,,,,,,,,
LABEL_TRAIN_candidate_pool,0190fc6c5d55279921e8f866f2c7d0e703aac2a06ed7c88631e7ecf489b3a227,g567_gate3b_label_train_00184,den312d,game,1000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.022178916110000113,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.40380475130000004,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.022178916110000113,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01b3e358eb2d264dfadbc51e4b01d688dc731ad40228079878e8d66cea557a35,g567_gate3b_label_train_01636,warehouse_10_20_10_2_1,warehouse,80,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.04717635632000006,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.011516581099999978,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.04717635632000006,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01bcfc5ca2ac6665182de8af63a37318300f8fe7f035bb2efb5a892c78acc0c6,g567_gate3b_calibration_00336,maze_128_128_1,maze,80,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.07283822384000005,,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.008341989099999836,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.07283822384000005,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01bdfbb5f2db6b8a5708a57eb6187c56993104442feea1c7727f09ad135bc212,g567_gate3b_label_train_00286,g567-tunnel-64x32-a-v0,tunnel,256,21.0,21.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01cf26253283b0a6a41504c0e3bcd8f2696b2f42ee6f3f5ac37570de696acab2,g567_gate3b_label_train_01550,g567-large-maze-192x128-a-v0,large_maze,3000,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.10740454846999992,,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,0.03664454366000003,,,,,,,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,STATIC_GLOBAL_ALPHA_0p25,global_static_anchor,-0.10740454846999992,,,,,,,,,,
LABEL_TRAIN_candidate_pool,01d3532a122ea2697734f20ffd5ee7d40ea5efd6a3fab2d9edb872bc4bf85360,g567_gate3b_label_train_01258,room_64_64_16,room,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.016105417270000144,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.007076622740000094,,,,,,,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,G1_congestion_commit_block_ONLY_ALPHA_1p0,group,-0.016105417270000144,,,,,,,,,,
LABEL_TRAIN_candidate_pool,020cbe192649b0b316f0a852688eae5eab3a1cbb41f54c29119a46a264ed8521,g567_gate3b_label_train_00492,room_64_64_8,room,64,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,G556_GLOBAL_ALPHA_0p0,global_g556_anchor,-0.037580993519999994,,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,G556_GLOBAL_ALPHA_0p0,global_g556_anchor,-0.010367170629999922,,,,,,,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,G556_GLOBAL_ALPHA_0p0,global_g556_anchor,-0.037580993519999994,,,,,,,,,,
LABEL_TRAIN_candidate_pool,020cdaa0bd2b820a9fbb541c95c38a8e1bac7c8940aefad6163dee2ed006fdb8,g567_gate3b_label_train_01855,room_32_32_4,room,48,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.04059328649000005,,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.02341920375000006,,,,,,,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,STATIC_GLOBAL_ALPHA_0p5,global_static_anchor,-0.04059328649000005,,,,,,,,,,
LABEL_TRAIN_candidate_pool,021dc365aacd833fb7e90a2d4c8ce1bee2a3d6495c7bd93a6833022b829f3a6b,g567_gate3b_calibration_00121,empty_16_16,empty,24,21.0,21.0,1.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.07488986785000007,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.04845814978000007,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.07488986785000007,,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,G556_GLOBAL_ALPHA_0p25,global_g556_anchor,-0.07488986785000007,,,,,,,,,,
LABEL_TRAIN_candidate_pool,025c27e202643ec38b223a58b249ba0a7283d428257d78b41f146f126b54abb5,g567_gate3b_label_train_01481,g567-large-maze-192x128-a-v3,large_maze,2000,21.0,21.0,18.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_457ecb604547,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.07217741569000014,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_457ecb604547,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.07420052919000009,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_457ecb604547,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.07217741569000014,,g567_gate3b_label_train_g556_global_alpha_0p75_s566_457ecb604547,G556_GLOBAL_ALPHA_0p75,global_g556_anchor,-0.07217741569000014,,,,,,,,,,
LABEL_TRAIN_candidate_pool,02b92f3c6bf50d769250a64e8c7fd8af6889b367eeb685f9fcf7e0c2dedc3f2a,g567_gate3b_calibration_00211,empty_32_32,empty,64,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_df3b182a773a,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.027900146839999973,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_df3b182a773a,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.008810572690000074,,,,,,,g567_gate3b_label_train_g556_global_alpha_1p5_s566_df3b182a773a,G556_GLOBAL_ALPHA_1p5,global_g556_anchor,-0.027900146839999973,,,,,,,,,,
LABEL_TRAIN_candidate_pool,02f15f2c1bc5e91787b2fa031fee009b5e6560bc9dfc9c67182de2d6484ec8c3,g567_gate3b_label_train_01721,g567-room-64x48-b-v3,room,512,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_e9716338a53b,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.008749656870000067,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_e9716338a53b,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.023435355470000196,,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p0_s566_e9716338a53b,G6_shield_bounds_ONLY_ALPHA_1p0,group,-0.008749656870000067,,,,,,,,,,
LABEL_TRAIN_candidate_pool,02f65ea981f2c9e9636067244afc6dcb53e703961a9fdcb9462f34aaf0e57113,g567_gate3b_calibration_00187,empty_32_32,empty,32,21.0,21.0,0.0,False,,,,,,g567_gate3b_label_train_g4_decay_only_alpha_1p0_s566_9c4889e77fac,G4_decay_ONLY_ALPHA_1p0,group,-0.048780487809999995,,g567_gate3b_label_train_g4_decay_only_alpha_1p0_s566_9c4889e77fac,G4_decay_ONLY_ALPHA_1p0,group,-0.012912482070000175,,,,,,,g567_gate3b_label_train_g4_decay_only_alpha_1p0_s566_9c4889e77fac,G4_decay_ONLY_ALPHA_1p0,group,-0.048780487809999995,,,,,,,,,,
