map,agents,seed,scen,split_bucket,candidate_id,alpha_commit,alpha_block,alpha_wait_spillover,rho_decay,force_additive,construction,old_equivalent_rule,success,sum_of_loss_ratio,delta_ratio_vs_ltm,delta_ratio_vs_repair5e5,expanded_delta_vs_ltm,low_level_pibt_delta_vs_ltm,ttfs_delta_vs_ltm,better_vs_ltm,equal_vs_ltm,worse_vs_ltm
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b075_w125_d100,1.0,0.75,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-12.0,-600.0,3.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w050_d100,1.0,1.0,0.5,1.0,False,one_axis_alpha_wait_spillover,wait_light,True,1.18891454965,-0.0018475750599999952,-0.0018475750599999952,-8.0,-400.0,5.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w075_d090,1.0,1.0,0.75,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-10.0,-500.0,15.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w075_d095,1.0,1.0,0.75,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-8.0,-400.0,3.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w075_d100,1.0,1.0,0.75,1.0,False,one_axis_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-6.0,-300.0,5.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w100_d090,1.0,1.0,1.0,0.9,False,one_axis_rho_decay,decay_090,True,1.19076212471,0.0,0.0,-2.0,-100.0,2.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w100_d095,1.0,1.0,1.0,0.95,False,one_axis_rho_decay,decay_095,True,1.19076212471,0.0,0.0,-6.0,-300.0,6.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w125_d090,1.0,1.0,1.25,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-6.0,-300.0,5.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w125_d095,1.0,1.0,1.25,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-6.0,-300.0,3.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w125_d100,1.0,1.0,1.25,1.0,False,one_axis_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,2.0,100.0,2.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b100_w150_d100,1.0,1.0,1.5,1.0,False,one_axis_alpha_wait_spillover,wait_heavy,True,1.19076212471,0.0,0.0,-10.0,-500.0,4.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b125_w075_d100,1.0,1.25,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.17043879908,-0.020323325629999944,-0.020323325629999944,-6.0,-300.0,5.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b125_w100_d090,1.0,1.25,1.0,0.9,False,decay_interaction_alpha_block,,True,1.19076212471,0.0,0.0,-7.0,-350.0,3.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b125_w100_d095,1.0,1.25,1.0,0.95,False,decay_interaction_alpha_block,,True,1.19076212471,0.0,0.0,-10.0,-500.0,6.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b125_w100_d100,1.0,1.25,1.0,1.0,False,one_axis_alpha_block,,True,1.19076212471,0.0,0.0,-2.0,-100.0,1.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b125_w125_d100,1.0,1.25,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-8.0,-400.0,5.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c100_b150_w100_d100,1.0,1.5,1.0,1.0,False,one_axis_alpha_block,block_heavy,True,1.19076212471,0.0,0.0,12.0,1285.0,4.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b075_w100_d090,1.25,0.75,1.0,0.9,False,conservative_decay_combo,,True,1.14734411085,-0.04341801385999999,-0.04341801385999999,-60.0,-3000.0,8.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b075_w100_d100,1.25,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.19076212471,0.0,0.0,-8.0,-400.0,6.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b075_w125_d095,1.25,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.19076212471,0.0,0.0,-6.0,-300.0,2.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b100_w075_d100,1.25,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-8.0,-400.0,6.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b100_w100_d090,1.25,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.18013856813,-0.010623556579999915,-0.010623556579999915,-60.0,-3000.0,2.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b100_w100_d095,1.25,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.19076212471,0.0,0.0,-6.0,-300.0,6.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b100_w100_d100,1.25,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.19076212471,0.0,0.0,-60.0,-3000.0,7.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b100_w125_d100,1.25,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.19076212471,0.0,0.0,-10.0,-500.0,5.0,False,True,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b125_w075_d095,1.25,1.25,0.75,0.95,False,conservative_decay_combo,,True,1.18429561201,-0.006466512699999871,-0.006466512699999871,-54.0,-2700.0,5.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c125_b125_w100_d100,1.25,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.17505773672,-0.015704387990000068,-0.015704387990000068,-60.0,-3000.0,6.0,True,False,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,final_holdout,c150_b100_w100_d100,1.5,1.0,1.0,1.0,False,one_axis_alpha_commit,commit_heavy,True,1.19076212471,0.0,0.0,-8.0,-400.0,6.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,additive_ltm,1.0,1.0,1.0,1.0,True,exact_additive_anchor,additive_ltm,True,1.18532014576,0.0,0.0,0.0,0.0,4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c050_b100_w100_d100,0.5,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.18532014576,0.0,0.0,25.0,1250.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b075_w100_d100,0.75,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.18532014576,0.0,0.0,30.0,1495.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b075_w125_d095,0.75,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,-5.0,-254.0,0.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w075_d100,0.75,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,28.0,1401.0,1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w100_d090,0.75,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.18532014576,0.0,0.0,41.0,2023.0,-2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w100_d095,0.75,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.18532014576,0.0,0.0,32.0,1588.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w100_d100,0.75,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.18532014576,0.0,0.0,-1.0,-51.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w125_d090,0.75,1.0,1.25,0.9,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,-1.0,-52.0,-1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b100_w125_d100,0.75,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,13.0,637.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b125_w100_d090,0.75,1.25,1.0,0.9,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,3.0,134.0,-7.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b125_w100_d100,0.75,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.18532014576,0.0,0.0,41.0,2024.0,-1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c075_b125_w125_d095,0.75,1.25,1.25,0.95,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,43.0,2128.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b050_w100_d100,1.0,0.5,1.0,1.0,False,one_axis_alpha_block,block_light,True,1.18532014576,0.0,0.0,34.0,1694.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w075_d100,1.0,0.75,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,37.0,1842.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w100_d090,1.0,0.75,1.0,0.9,False,decay_interaction_alpha_block,,True,1.18532014576,0.0,0.0,38.0,1885.0,-1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w100_d095,1.0,0.75,1.0,0.95,False,decay_interaction_alpha_block,,True,1.18532014576,0.0,0.0,28.0,1388.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w100_d100,1.0,0.75,1.0,1.0,False,one_axis_alpha_block,,True,1.18532014576,0.0,0.0,32.0,1594.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w125_d090,1.0,0.75,1.25,0.9,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,2.0,102.0,0.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b075_w125_d100,1.0,0.75,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,41.0,2037.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w050_d100,1.0,1.0,0.5,1.0,False,one_axis_alpha_wait_spillover,wait_light,True,1.18532014576,0.0,0.0,45.0,2227.0,-2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w075_d090,1.0,1.0,0.75,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,34.0,1688.0,1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w075_d095,1.0,1.0,0.75,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,42.0,2080.0,-2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w075_d100,1.0,1.0,0.75,1.0,False,one_axis_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,28.0,1395.0,0.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w100_d090,1.0,1.0,1.0,0.9,False,one_axis_rho_decay,decay_090,True,1.18532014576,0.0,0.0,33.0,1651.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w100_d095,1.0,1.0,1.0,0.95,False,one_axis_rho_decay,decay_095,True,1.18532014576,0.0,0.0,43.0,2130.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w125_d090,1.0,1.0,1.25,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,32.0,1585.0,-1.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w125_d095,1.0,1.0,1.25,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,44.0,2190.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w125_d100,1.0,1.0,1.25,1.0,False,one_axis_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,-1.0,-53.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b100_w150_d100,1.0,1.0,1.5,1.0,False,one_axis_alpha_wait_spillover,wait_heavy,True,1.18532014576,0.0,0.0,-7.0,-351.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b125_w075_d100,1.0,1.25,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,29.0,1452.0,-2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b125_w100_d090,1.0,1.25,1.0,0.9,False,decay_interaction_alpha_block,,True,1.18532014576,0.0,0.0,-1.0,-61.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b125_w100_d095,1.0,1.25,1.0,0.95,False,decay_interaction_alpha_block,,True,1.18479958355,-0.000520562209999964,-0.000520562209999964,0.0,-10.0,-2.0,True,False,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b125_w100_d100,1.0,1.25,1.0,1.0,False,one_axis_alpha_block,,True,1.18532014576,0.0,0.0,45.0,2227.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b125_w125_d100,1.0,1.25,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,11.0,540.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c100_b150_w100_d100,1.0,1.5,1.0,1.0,False,one_axis_alpha_block,block_heavy,True,1.18532014576,0.0,0.0,-1.0,-67.0,0.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b075_w100_d090,1.25,0.75,1.0,0.9,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,25.0,1243.0,6.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b075_w100_d100,1.25,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.18532014576,0.0,0.0,30.0,1494.0,-6.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b075_w125_d095,1.25,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,-5.0,-254.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b100_w075_d100,1.25,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,24.0,1195.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b100_w100_d090,1.25,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.18532014576,0.0,0.0,32.0,1601.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b100_w100_d095,1.25,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.18532014576,0.0,0.0,27.0,1336.0,2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b100_w100_d100,1.25,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.18532014576,0.0,0.0,12.0,589.0,-5.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b100_w125_d100,1.25,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.18532014576,0.0,0.0,41.0,2043.0,-2.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b125_w075_d095,1.25,1.25,0.75,0.95,False,conservative_decay_combo,,True,1.18532014576,0.0,0.0,39.0,1930.0,-4.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c125_b125_w100_d100,1.25,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.18532014576,0.0,0.0,37.0,1833.0,-3.0,False,True,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,final_holdout,c150_b100_w100_d100,1.5,1.0,1.0,1.0,False,one_axis_alpha_commit,commit_heavy,True,1.18532014576,0.0,0.0,21.0,1045.0,-2.0,False,True,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,additive_ltm,1.0,1.0,1.0,1.0,True,exact_additive_anchor,additive_ltm,True,1.21796028881,0.0,0.010379061370000109,0.0,0.0,-1.0,False,True,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c050_b100_w100_d100,0.5,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.18637184116,-0.03158844765000013,-0.02120938628000002,-5.0,-250.0,-1.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b075_w100_d100,0.75,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.20803249097,-0.009927797840000085,0.0004512635300000234,-2.0,-100.0,4.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b075_w125_d095,0.75,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.20622743682,-0.01173285198999996,-0.0013537906199998506,3.0,150.0,-2.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w075_d100,0.75,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20442238267,-0.013537906140000056,-0.0031588447699999467,5.0,250.0,1.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w100_d090,0.75,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.20758122744,-0.010379061370000109,0.0,-8.0,-400.0,-2.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w100_d095,0.75,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.18998194946,-0.02797833935000016,-0.01759927798000005,-1.0,-50.0,4.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w100_d100,0.75,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.2107400722,-0.007220216610000163,0.003158844759999946,-5.0,-250.0,1.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w125_d090,0.75,1.0,1.25,0.9,False,conservative_decay_combo,,True,1.20803249097,-0.009927797840000085,0.0004512635300000234,-7.0,-350.0,5.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b100_w125_d100,0.75,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.21525270758,-0.0027075812300001445,0.007671480139999964,-5.0,-250.0,2.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b125_w100_d090,0.75,1.25,1.0,0.9,False,conservative_decay_combo,,True,1.21796028881,0.0,0.010379061370000109,-4.0,-200.0,2.0,False,True,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b125_w100_d100,0.75,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.2071299639,-0.010830324910000133,-0.0004512635400000242,-8.0,-400.0,0.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c075_b125_w125_d095,0.75,1.25,1.25,0.95,False,conservative_decay_combo,,True,1.20667870036,-0.011281588450000157,-0.0009025270800000484,-6.0,-300.0,1.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c100_b050_w100_d100,1.0,0.5,1.0,1.0,False,one_axis_alpha_block,block_light,True,1.21796028881,0.0,0.010379061370000109,-3.0,-150.0,-4.0,False,True,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c100_b075_w075_d100,1.0,0.75,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20893501805,-0.009025270760000037,0.0013537906100000718,-3.0,-150.0,1.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c100_b075_w100_d090,1.0,0.75,1.0,0.9,False,decay_interaction_alpha_block,,True,1.21119133574,-0.006768953070000139,0.00361010829999997,-3.0,-150.0,2.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c100_b075_w100_d095,1.0,0.75,1.0,0.95,False,decay_interaction_alpha_block,,True,1.19629963899,-0.021660649820000044,-0.011281588449999935,-5.0,-250.0,2.0,True,False,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,final_holdout,c100_b075_w100_d100,1.0,0.75,1.0,1.0,False,one_axis_alpha_block,,True,1.21796028881,0.0,0.010379061370000109,-5.0,-250.0,-3.0,False,True,False
