normalized_context_key,map,map_family,map_agent_group,agents,seed,iteration,short_budget_ms,candidate_id,candidate_role,audit_candidate_region,feature_map_family_hash,feature_map_agent_group_hash,feature_agent_count,feature_iteration_index,feature_trace_candidate_count,feature_rich_budget_count,feature_rich_committed_count,feature_rich_blocked_count,feature_rich_wait_event_count,feature_rich_progress_committed_count,feature_rich_nonprogress_committed_count,feature_rich_blocked_per_committed,feature_rich_wait_per_committed,feature_rich_blocked_per_agent,feature_rich_committed_per_agent,feature_rich_progress_ratio,feature_rich_c_update_count,feature_rich_f_update_count,feature_rich_c_nonzero_edges,feature_rich_f_nonzero_edges,feature_rich_c_flow_update_ratio,feature_rich_cost_min,feature_rich_cost_max,feature_rich_cost_span,feature_rich_cost_bounds_respected,feature_pre_update_edge_count,feature_pre_update_channel_c_mean,feature_pre_update_channel_f_mean,feature_pre_update_channel_c_max,feature_pre_update_channel_f_max,feature_pre_update_channel_f_to_c_ratio,feature_rich_pre_channel_c_before_mean,feature_rich_pre_channel_f_before_mean,feature_budget_ms,feature_budget_is_1000,feature_budget_is_2000,feature_budget_log_ms,feature_trace_raw_checkpoint_available,feature_pre_update_edge_fields_available,feature_pre_update_agent_event_fields_available,feature_trace_budget_count,feature_rich_candidate_count_context,feature_candidate_geometry_nearest_g518,feature_candidate_geometry_nearest_old14,feature_nearest_g518_distance,feature_nearest_old14_distance,feature_region_prior_hash,feature_context_bucket_prior_metadata,feature_interaction_runtime_agent_x_beta,feature_candidate_param_alpha_cong_committed,feature_candidate_param_alpha_cong_blocked,feature_candidate_param_alpha_flow_progress,feature_candidate_param_alpha_flow_wait_or_nonprogress,feature_candidate_param_rho_cong,feature_candidate_param_rho_flow,feature_candidate_param_flow_shield_beta,feature_candidate_param_max_flow_shield,feature_candidate_param_c_only,feature_within_budget_centered_alpha_cong_committed,feature_within_budget_centered_alpha_cong_blocked,feature_within_budget_centered_alpha_flow_progress,feature_within_budget_centered_alpha_flow_wait_or_nonprogress,feature_within_budget_centered_rho_cong,feature_within_budget_centered_rho_flow,feature_within_budget_centered_flow_shield_beta,feature_within_budget_centered_max_flow_shield,feature_within_budget_centered_c_only,feature_candidate_geometry_region_hash,feature_region_prior_safe_rate_proxy,feature_interaction_runtime_budget_x_beta,feature_interaction_trace_x_param_cmean_beta,feature_interaction_trace_x_param_fmean_alpha,feature_family_local_centered_beta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,35.0,0.9,1.4,1.0,0.45,0.95,1.0,0.35,0.75,0.0,-0.20477272727272722,0.044545454545454666,0.052727272727272734,-0.17250000000000004,0.009772727272726933,0.014999999999999902,-0.037045454545454604,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.175,13.19609375,13.84375,-0.2297052608842174,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,45.0,0.9,1.5,1.0,0.45,0.95,1.0,0.45,0.75,0.0,-0.20477272727272722,0.14454545454545475,0.052727272727272734,-0.17250000000000004,0.009772727272726933,0.014999999999999902,0.06295454545454543,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.225,16.966406250000002,13.84375,-0.12970526088421735,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,35.0,0.9,1.65,1.0,0.45,0.95,1.0,0.35,0.75,0.0,-0.20477272727272722,0.29454545454545467,0.052727272727272734,-0.17250000000000004,0.009772727272726933,0.014999999999999902,-0.037045454545454604,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.175,13.19609375,13.84375,-0.2297052608842174,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,55.00000000000001,1.2,1.15,1.0,0.7,0.95,1.0,0.55,0.75,0.0,0.09522727272727272,-0.20545454545454533,0.052727272727272734,0.0774999999999999,0.009772727272726933,0.014999999999999902,0.16295454545454546,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.275,20.73671875,13.84375,-0.02970526088421732,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,60.0,1.2,1.15,1.0,0.7,0.95,1.0,0.6,0.75,0.0,0.09522727272727272,-0.20545454545454533,0.052727272727272734,0.0774999999999999,0.009772727272726933,0.014999999999999902,0.2129545454545454,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.3,22.621875,13.84375,0.020294739115782612,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,60.0,1.2,1.35,1.0,0.7,0.95,1.0,0.6,0.75,0.0,0.09522727272727272,-0.005454545454545157,0.052727272727272734,0.0774999999999999,0.009772727272726933,0.014999999999999902,0.2129545454545454,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.3,22.621875,13.84375,0.020294739115782612,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,30.0,1.25,1.25,1.0,0.35,0.95,1.0,0.3,0.75,0.0,0.14522727272727276,-0.10545454545454525,0.052727272727272734,-0.2725000000000001,0.009772727272726933,0.014999999999999902,-0.08704545454545459,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.15,11.3109375,13.84375,-0.2797052608842174,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.0,0.0,0.0,0.0,0.925777331995988,0.4834503510531595,35.0,1.25,1.25,1.0,0.5,0.95,1.0,0.35,0.75,0.0,0.14522727272727276,-0.10545454545454525,0.052727272727272734,-0.12250000000000005,0.009772727272726933,0.014999999999999902,-0.037045454545454604,0.008636363636363553,-0.022727272727272728,0.3979128062615812,0.14008057975826071,0.175,13.19609375,13.84375,-0.2297052608842174,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g522_grid_c0p80_b1p15_f0p75_w0p30_dc0p88_df0p90_beta0p25_max0p50_c0,g522_response_surface,D_fractional_coverage,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.494873721266,0.533853912602,0.494873721266,0.533853912602,0.8375125376128385,0.4834503510531595,25.0,0.8,1.15,0.75,0.3,0.88,0.9,0.25,0.5,0.0,-0.3047727272727272,-0.20545454545454533,-0.19727272727272727,-0.32250000000000006,-0.06022727272727302,-0.08500000000000008,-0.13704545454545458,-0.24136363636363645,-0.022727272727272728,0.9090302729091813,0.3259570221289336,0.125,9.42578125,10.3828125,-0.32970526088421737,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,g522_response_surface,D_fractional_coverage,0.1283851554663992,0.24573721163490472,100.0,0.0,44,2,9200.0,1410.0,637.0,4884.0,4316.0,0.153260869565,0.069239130435,14.1,92.0,0.530869565217,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,256.0,37.703125,13.84375,71.75,20.0,0.3671777869871529,5.2547909407670295,6.921875,1000,1,0,6.907755278982137,1,1,1,2,44,0.397994974843,0.471062628533,0.397994974843,0.471062628533,0.8375125376128385,0.4834503510531595,68.0,0.83,1.5,1.04,0.64,0.97,1.0,0.68,1.0,0.0,-0.2747727272727273,0.14454545454545475,0.09272727272727277,0.01749999999999996,0.02977272727272695,0.014999999999999902,0.29295454545454547,0.25863636363636355,-0.022727272727272728,0.9090302729091813,0.3259570221289336,0.34,25.638125000000002,14.3975,0.10029473911578268,False,False,False,False,False
